,거래 방식,지역,매물 종류,가격대,면적,특징
1044,매매,강남구 강남역우정에쉐르 1동 중/13,아파트,21000,23/16,강남역과역삼역사이 초역세권 원룸 오피스텔 세안고매매
1045,매매,강남구 제이빌 1동 고/7,아파트,50000,43/31,주인거주라 상태 좋아요. 입주 날짜 맞출수 있어요
1046,매매,강남구 대원칸타빌 101동 중/17,아파트,150000,85/59,소형귀한매물 세안고 투자 내부수리된집 강력추전
1047,매매,강남구 역삼자이 103동 중/31,아파트,300000,113/84,"신축,시스템에어컨,도성초 진선여중, 컨디션좋은집,입주협의"
1048,매매,강남구 래미안도곡카운티 103동 중/21,아파트,240000,81/59,"24 실매물 확장 특수리 높은세안고, 입주협의가능"
1049,매매,강남구 현대1차 101동 고/12,아파트,260000,103/95,청담역 초역세권 재건축아파트
1050,매매,강남구 선릉역풍림아이원레몬 1동 고/12,아파트,170000,92/76, 전망좋은 남향아파트 쓰리룸같은아파트
1051,매매,강남구 더블루 1동 중/10,아파트,125000,94/70,내부 올수리된 2룸 아파트 매매
1052,매매,강남구 디에이치아너힐즈 322동 고/28,아파트,300000,103/76,31 완벽한전망 이보다 좋을수 없다
1053,매매,강남구 대치아이파크 102동 저/24,아파트,240000,78/59,23  입주협의가능 확장
1054,매매,강남구 현대비젼21 1동 중/27,아파트,46000,50/32,도곡타워팰리스 내 유일한소형아파트입니다
1055,매매,강남구 현대썬앤빌테헤란(도시형) 1동 고/7,아파트,100000,77/45,실입주가능합니다.
1056,매매,강남구 동원스위트뷰역삼 1동 중/7,아파트,165000,93/84,역세권 3룸 아파트 매매
1057,매매,강남구 까치마을 1002동 저/15,아파트,120000,56/39,남향 초역세권
1058,매매,강남구 세곡푸르지오 216동 고/15,아파트,180000,113/84,"선호도 높은 구조, 공기 좋은 숲세권"
1059,매매,강남구 대원칸타빌 101동 저/17,아파트,200000,144/113,43 올수리 지하지정주차장 편리
1060,매매,강남구 청담CJ빌리지 1동 고/6,아파트,270000,171/158,내부 올수리 고급빌라촌 중심
1061,매매,강남구 진흥 2동 중/15,아파트,280000,110/104,인테리어 잘되 있으며 대지지분 많아 투자가치 좋아요
1062,매매,강남구 역삼EG소울리더(도시형) 1동 고/9,아파트,27000,31/19,실거주 가능 역삼동 역삼EG소울리더 도시형생활주택
1063,매매,강남구 강남LH1단지(e편한세상) 104동 저/15,아파트,155000,81/59,대모산자락에 있는 숲세권아파트
1064,매매,강남구 영동한양1차 6동 고/12,아파트,285000,90/63,압구정지구 재건축 조합 설립
1065,매매,강남구 래미안도곡카운티 101동 고/20,아파트,225000,81/59,"주인의뢰급매물,신축급내부상태,로얄층,남향의 확장된 밝은 집"
1066,매매,강남구 서광 102동 고/20,아파트,180000,77/59,"확장 올수리, 실매물,강남구청역초역세권.학군최상입지, 남향 "
1067,매매,강남구 청담신원아침도시마인(도시형) 1동 중/10,아파트,33000,39/27,"풀옵션,자주식주차"
1068,매매,강남구 삼성 105동 고/15,아파트,210000,104/84,남향 올수리 입주협의
1069,매매,강남구 도곡렉슬 103동 중/23,아파트,248000,86/59,"ㄴ26,확장,입주가능 최저매물,최저갭투가능"
1070,매매,강남구 래미안그레이튼3차 203동 저/18,아파트,300000,113/84,남향 확장 조용하고 깨끗 전세끼고 매도 역삼중 도곡초
1071,매매,강남구 대명비발디 1동 고/7,아파트,140000,93/77,"양재역세권,숲세권,학군좋은 입주가능한 아파트"
1072,매매,강남구 선릉LG에클라트(B동) B동 고/15,아파트,42000,47/36,"갭투자 전세끼고 매매,선릉공원전망,"
1073,매매,강남구 대치삼성1차 107동 고/25,아파트,260000,108/84,33 동향 전망 아주 좋은 집 기본상태 로얄동 귀한매매 직매물 추천
1074,매매,강남구 디에이치아너힐즈 302동 중/28,아파트,235000,82/59,-
1075,매매,강남구 마일스디오빌 1동 고/15,아파트,41000,47/36,"고층 북한산 멋진 뷰, 실입주 및 갭투자 가능"
1076,매매,강남구 대치삼성3차 302동 고/8,아파트,300000,151/128,특올수리 입주가능 주인직매물   로얄층  대가족에  적극추천함 단대학군
1077,매매,강남구 대청 305동 저/15,아파트,190000,81/60,전체 올수리
1078,매매,강남구 역삼EG소울리더(도시형) 1동 저/9,아파트,29000,30/19,강남역5분 역삼역3분 더블역세권 복층 럭셔리 도생 매매
1079,매매,강남구 아름빌 1동 중/11,아파트,30000,45/30, 남향 아파트 
1080,매매,강남구 상아빌라트 1동 8/9,아파트,240000,190/135,"소유주직접, 삼성중앙역 역세권, 우수학군, 채광, 전망 굿"
1081,매매,강남구 세곡푸르지오 211동 중/15,아파트,175000,100/74,"대모산자락의 아늑하고 공기좋은단지,판상형"
1082,매매,강남구 역삼푸르지오 108동 11/24,아파트,215000,79/59,"도성초,진선학군.세안고매매입니다"
1083,매매,강남구 역삼디오슈페리움 1동 고/22,아파트,165000,119/84,"역세권,주상복합아파트,갭투가능"
1084,매매,강남구 삼성힐스테이트2단지 206동 고/19,아파트,290000,109/84,"막힘없는 조망권,최상,올확장,올마루,남향,입주협의"
1085,매매,강남구 샘터마을 105동 7/15,아파트,255000,119/101,공동중개환영ㅣ올수리ㅣ입주협의
1086,매매,강남구 대청 302동 중/15,아파트,150000,56/39,입주일 협의 가능 ㅣ
1087,매매,강남구 푸른마을 107동 11/15,아파트,170000,82/59,"25.남향, 전세안고 매매,로얄동,로얄층, 일원역5분거리"
1088,매매,강남구 래미안강남힐즈 619동 1/15,아파트,230000,130/101,39 단지초입 커뮤니티이용편리동 입주가능
1089,매매,강남구 개포래미안포레스트 129동 12/22,아파트,230000,86/59,26 두말하면 잔소리죠. 숲세권아파트 누려보세요.
1090,매매,강남구 푸른마을 107동 11/15,아파트,170000,82/59,남향 로얄동 층 전세안고매매
1091,매매,강남구 선릉LG에클라트(A동) A동 5/6,아파트,35000,45/36,입주 가능한 매물
1092,매매,강남구 동현 6동 7/14,아파트,229000,102/84,"로얄층, 미래가치 뛰어난 아파트 단지 급매물 입니다."
1093,매매,강남구 삼익 401동 13/15,아파트,165000,68/49,올수리 입주가능
1094,매매,강남구 대치대우아이빌명문가 1동 11/11,아파트,31000,41/33,급매 리모델링되어 깨끗하고 깔끔합니다.임대차중으로입주는 바로안됩니다.
1095,매매,강남구 도곡한신 2동 15/15,아파트,230000,101/84,매봉산전망  세안고 사두실분 추천
1096,매매,강남구 개포우성5차 501동 9/9,아파트,250000,98/78,-
1097,매매,강남구 도곡조이너스 1동 9/9,아파트,170000,81/62,주인직 올수리 넓은 서비스 면적 조용하고 일조량 조망 최상입니다
1098,매매,강남구 푸른마을 107동 9/15,아파트,175000,82/59,"공동중개환영,남향,특올수리,입주가능,전세8억으로 갭투자가능"
1099,매매,강남구 건영 102동 7/19,아파트,300000,105/84,"리모델링 예정, 한강조망"
1100,매매,강남구 삼성힐스테이트1단지 117동 2/22,아파트,126000,47/31,"입주,신규전세가능,내부특,분리,확장"
1101,매매,강남구 삼성힐스테이트1단지 113동 4/16,아파트,280000,109/84,33 주인의뢰. 확장형. 올마루. 관리잘된내부. 채광좋음
1102,매매,강남구 삼성힐스테이트2단지 206동 17/19,아파트,290000,109/84,"올수리,올확장,그림같은뷰,햇살가득,남향집,입주협의"
1103,매매,강남구 삼성힐스테이트1단지 117동 19/22,아파트,129000,47/31,"확장,분리,시설특,굿뷰"
1104,매매,강남구 우민 1동 4/6,아파트,135000,99/74,"역세권, 강남구청과 인접합니다. 입주 가능합니다."
1105,매매,강남구 상록수 101동 5/5,아파트,235000,90/74,"27.입주가능.높은전세끼고 매매,대모산뷰탁월, 공동중개환영"
1106,매매,강남구 청솔빌리지 101동 1/3,아파트,200000,79/59,"24.높은지분, 명문학군, 주거환경 뛰어난 단지"
1107,매매,강남구 현대1차 102동 7/13,아파트,270000,102/95,"31 경우현 통합 재건축 단지, 수리상태 우수, 안전진단 통과"
1108,매매,강남구 청담스위트(도시형) 1동 고/9,아파트,22000,21/13,"고층, 전입가능, 편의시설 다수"
1109,매매,강남구 금호어울림 102동 저/15,아파트,220000,153/132,협의입주 가능
1110,매매,강남구 SK허브젠 1동 고/15,아파트,220000,108/84,"1 선호 주거,교통 선호입지 3룸2욕실 아파트 2 임대중"
1111,매매,강남구 극동스타클래스 1동 저/20,아파트,200000,142/112,"인테리어 good, 다채로운 생활인프라 ,양재역 초역세권"
1112,매매,강남구 선릉LG에클라트(B동) B동 중/15,아파트,35000,47/36,선릉역 초역세권 내부컨디션 깔끔 투자가치 높은 주상복합
1113,매매,강남구 세곡푸르지오 213동 고/10,아파트,170000,80/59,실입주 로얄층 남향 확장 컨디션최상 전망굿
1114,매매,강남구 래미안라클래시 107동 고/28,아파트,260000,84/59,첫입주  남향  초역세권  급매
1115,매매,강남구 삼성풍림2차 1동 저/12,아파트,170000,81/59,삼성동 방3욕실1 입주협의가능
1116,매매,강남구 논현동부센트레빌 101동 저/22,아파트,195000,106/84,인테리어최상 학동초 학군 채광 우수 올확장
1117,매매,강남구 개포래미안포레스트 120동 중/20,아파트,215000,86/59,25 풀에어컨 추천
1118,매매,강남구 대우양재디오빌 1동 중/15,아파트,32000,43/31,-
1119,매매,강남구 아나하(도시형) 1동 중/5,아파트,200000,90/62,논현동 신축 첫입주 고급빌라 실사용30 전세
1120,매매,강남구 강남데시앙파크 512동 고/12,아파트,155000,109/84,입주와갭투자가능 확트인뷰 조용하고 살기좋은 아파트입니다.
1121,매매,강남구 까치마을 1006동 고/15,아파트,135000,56/39,로얄층 올수리 입주가능
1122,매매,강남구 역삼자이 101동 중/31,아파트,300000,113/84,34. 신축컨디션 확장 풀에어컨 인기타입구조 입주가능
1123,매매,강남구 청담e-편한세상1차 101동 중/17,아파트,299000,165/134,-
1124,매매,강남구 역삼자이 102동 중/31,아파트,300000,113/84,입주가능.올확장.시스템에어컨.전망최상.선릉역.도성초.진선여중
1125,매매,강남구 삼성 3동 저/12,아파트,205000,92/73,"강남권 아파트중 지분이 가장많음,역에서2분거리 숲향 솔솔나는 숲속아파트"
1126,매매,강남구 건영 102동 고/19,아파트,280000,105/84,수리된집 로얄층 전망최고 입주협의 교통편리
1127,매매,강남구 강남데시앙포레 112동 고/15,아파트,207000,114/84,"34대모산조망굿,로얄동,층,전세끼고"
1128,매매,강남구 삼성힐스테이트1단지 117동 중/22,아파트,130000,47/31,"주인직접의뢰,갭투자,세안고 매매"
1129,매매,강남구 개포래미안포레스트 129동 중/22,아파트,220000,86/59,로얄동 로얄층 달터근린공원 구룡산출입구 입주가 
1130,매매,강남구 청담래미안로이뷰 101동 중/16,아파트,300000,136/110,-
1131,매매,강남구 개포래미안포레스트 102동 중/16,아파트,195000,74/49,"22, 구룡초, 3베이, 방2 욕실2, 개포지구 최고구조"
1132,매매,강남구 역삼래미안 111동 중/20,아파트,200000,80/59,올확장 한 급매입니다.학군우수지역
1133,매매,강남구 연세2차 1동 고/14,아파트,300000,147/125,"한강뷰, 내부특올수리, 1층1세대, 로얄층 매물입니다."
1134,매매,강남구 역삼예명 1동 저/5,아파트,100000,82/66,"올리모델링 3룸, 실입주 가능, 아이키우기 좋은 저층, 더블역세권"
1135,매매,강남구 래미안블레스티지 220동 고/19,아파트,290000,113/84,34 전세안고 매매 투자매물 조용한동 풀에어컨 남동향 조중식단지
1136,매매,강남구 강남데시앙포레 108동 고/12,아파트,240000,140/101,"41,급매,대모산조망굿,주인거주입주가능."
1137,매매,강남구 아카데미스위트 A동 저/51,아파트,230000,165/122,-
1138,매매,강남구 선릉역대우아이빌5차 1동 고/13,아파트,28000,38/28,-
1139,매매,강남구 청담삼성1차 101동 중/19,아파트,190000,108/84,주거 교육환경 좋은 단지 입니다
1140,매매,강남구 쌍용플래티넘밸류 103동 중/15,아파트,188000,106/84,-
1141,매매,강남구 수서1-2단지 119동 고/15,아파트,160000,88/59,전세안고 살수 있는 남향아파트
1142,매매,강남구 청담스위트(도시형) 1동 중/9,아파트,23000,20/13,갭 투자용으로 추천 합니다
1143,매매,강남구 대치2단지 211동 3/15,아파트,165000,56/39,집주인 인증없는 허위매물조심
1144,매매,강남구 개나리래미안 107동 9/17,아파트,275000,109/84,323 도성초학군 남향 채광좋은집 확장형 세안고매매임
1145,매매,강남구 강남데시앙파크 504동 고/10,아파트,154000,108/84,"데시앙대표부동산, 급매, 입주가능,선호하는판상형구조"
1146,매매,강남구 쌍용플래티넘 B동 중/21,아파트,265000,188/156,"로얄층,남향,상태 좋습니다"
1147,매매,강남구 한화진넥스빌 1동 중/26,아파트,38000,52/39,"급매물,입주가,내부깔끔"
1148,매매,강남구 대치2단지 209동 고/15,아파트,125000,46/33,전체 올수리 ㅣ 세안고
1149,매매,강남구 선릉역대우아이빌5차 1동 고/13,아파트,25000,38/28,급매선릉아이빌 입니다
1150,매매,강남구 래미안도곡카운티 101동 중/20,아파트,250000,81/59,"24.확장,풀옵션,입주가능또는최저갭매수가능"
1151,매매,강남구 까치마을 1002동 중/15,아파트,108000,49/34,남향 선호동 상태굿 전망굿 세안고투자
1152,매매,강남구 세곡푸르지오 209동 중/15,아파트,180000,113/84,-
1153,매매,강남구 한화진넥스빌 1동 중/26,아파트,40000,52/39,"추천매매,남동향,내부깔끔,입주협의"
1154,매매,강남구 공간쉐르빌 1동 고/6,아파트,85000,89/76,입주가능한 나홀로 아파트입니다.
1155,매매,강남구 현대비젼21 1동 중/27,아파트,46000,50/32,타워팰리스 블럭 소형 원룸아 임차인 안고 급매매
1156,매매,강남구 압구정KCC 101동 중/14,아파트,220000,127/107,올수리잘된집
1157,매매,강남구 역삼IPARK 201동 중/18,아파트,89000,36/28,확장형이며 집깨끗합니다 전세안고 매매
1158,매매,강남구 매봉 101동 11/22,아파트,165000,70/59,"매봉 역세권 귀한 입주매물, 일조 및 개방감 양호"
1159,매매,강남구 래미안그레이튼3차 208동 14/21,아파트,230000,85/59,확장형 역삼중 배정 밝고 깨끗한집입니다
1160,매매,강남구 샘터마을 108동 8/15,아파트,260000,119/101,전망우수 올수리 남향 로얄동 층입니다
1161,매매,강남구 우성8차 802동 6/9,아파트,245000,98/79,"31,통합재건축,초역세권,우수학군,숲세권,갭투자,실거주,집주인의뢰"
1162,매매,강남구 개포우성5차 502동 9/9,아파트,230000,89/70,"28,급매,입주가능,확장.올수리,공원조망권,소규모재건축조합설립추진중"
1163,매매,강남구 그라나다 1동 4/7,아파트,125000,61/47,삼성중앙역5분 올리모델링 대형평수
1164,매매,강남구 그라나다 1동 7/7,아파트,129000,70/55,-
1165,매매,강남구 그라나다 1동 3/7,아파트,170000,81/63,-
1166,매매,강남구 삼성풍림2차 1동 6/12,아파트,240000,126/93,"봉은사역 역세권, 올수리, 명문학군위치"
1167,매매,강남구 동부센트레빌 1동 18/21,아파트,200000,78/59,초역세권 올수리 입주가능해요
1168,매매,강남구 삼성신도브래뉴 1동 6/8,아파트,138000,131/104,-
1169,매매,강남구 영동한양1차 9동 9/12,아파트,240000,65/49,귀한 20 I 역세권 l 깔끔한 수리 I 로얄층 I 조합운 지위승계
1170,매매,강남구 수서1-2단지 121동 11/15,아파트,125000,58/39,-
1171,매매,강남구 푸른마을 106동 10/15,아파트,220000,103/84,"입주가능한 귀한 매물, 수리 깨끗, 대모산 전망, 학군우수"
1172,매매,강남구 역삼EG소울리더(도시형) 1동 3/9,아파트,27000,30/19,강남역 최상급 프리미엄 도시형생활주택 갭투자 가능한 A급 매매
1173,매매,강남구 샘터마을 105동 7/15,아파트,260000,119/101,"36.일원역초역세권,우수한위치,입주가능"
1174,매매,강남구 샘터마을 107동 11/15,아파트,275000,157/134,공동중개환영 전체올수리상태 로얄동 층입니다
1175,매매,강남구 한양수자인어반게이트(도시형) 1동 3/9,아파트,23000,23/16,실입주 가능 급 매매 입니다. 언제든 보실수 있습니다. 월세도 가능
1176,매매,강남구 푸른마을 107동 9/15,아파트,175000,82/59,공동중개 특올수리확장 남향  입주일 조정
1177,매매,강남구 가람 107동 5/5,아파트,255000,100/84,전망우수 입주일 조정합니다
1178,매매,강남구 현대2차 201동 6/13,아파트,210000,97/84,언북초와 영동고 옆.강남구청역과 분당선 더블역세권
1179,매매,강남구 수서1-2단지 120동 12/12,아파트,120000,58/39,올수리
1180,매매,강남구 마일스디오빌 1동 6/15,아파트,42000,47/36,"남향, 전세안고 매매, 내부 상태 아주 좋아요"
1181,매매,강남구 한양수자인어반게이트(도시형) 1동 3/9,아파트,22000,23/16,언주역 초역세권 원룸형 아파트
1182,매매,강남구 현대1차 102동 9/13,아파트,270000,102/95,-
1183,매매,강남구 래미안그레이튼2차 104동 17/23,아파트,300000,109/84,입주가능 올확장 깨끗 판상형구조 대도초 숙명여중
1184,매매,강남구 도곡우성 1동 8/15,아파트,225000,101/84,수리됨 정상입주
1185,매매,강남구 테헤란로대우아이빌 1동 17/26,아파트,42000,44/33,1룸1거실 수익형 테헤란로 대로변 아파트
1186,매매,강남구 샘터마을 108동 8/15,아파트,260000,119/101,공동중개환영ㅣ방4개 욕실2ㅣ입주가능
1187,매매,강남구 LH강남힐스테이트 502동 고/17,아파트,165000,106/74,-
1188,매매,강남구 삼성청담공원 103동 저/15,아파트,260000,132/107,청담공원뷰 남향입니다.
1189,매매,강남구 LH강남힐스테이트 502동 중/17,아파트,170000,120/84,대모산뷰. 남동향. 급매
1190,매매,강남구 역삼IPARK 201동 6/18,아파트,85000,36/28,초역세권 학군 인프라 등 특급매물 실입주불가 
1191,매매,강남구 샘터마을 101동 14/15,아파트,265000,119/101,36 남향 확장수리 입주가능
1192,매매,강남구 현대비젼21 1동 고/27,아파트,45000,50/32,타워팰리스 내 유일한 소형원룸아 급매매
1193,매매,강남구 역삼우정에쉐르2 1동 고/11,아파트,123000,61/50,"실매물 입니다  남향, 높은 전용률, 도성초 진선여중 학군"
1194,매매,강남구 도곡아이파크1차 103동 저/18,아파트,220000,109/84,"입주가능한 귀한매매물건,채광좋고,상태깨끗,부분수리,최선을다하겠습니다."
1195,매매,강남구 대치2단지 218동 저/15,아파트,170000,67/49,입주매물 강력추천
1196,매매,강남구 개포래미안포레스트 129동 중/22,아파트,220000,86/59,26 바로입주가능 세놓고 투자가능 품격있는 커뮤니티 조중식
1197,매매,강남구 거평프리젠 1동 중/11,아파트,40000,45/32,신논현역 역세권 조용한 주택가 추천매물
1198,매매,강남구 풍림1차 1동 고/19,아파트,180000,82/59,입지좋은아파트 로얄층 입주협의
1199,매매,강남구 현대2차 202동 중/13,아파트,205000,97/84,입지좋은아파트 올수리 확장형 입주협의
1200,매매,강남구 현대비젼21 1동 중/27,아파트,46000,51/33,입주가능
1201,매매,강남구 네스빌 1동 고/5,아파트,210000,245/231,급매ㅣ역세권 입지ㅣ역삼동 고급빌라트ㅣ대지지분 높음ㅣ보안 좋은 아파트ㅣ
1202,매매,강남구 선릉역우정에쉐르멤버스 1동 고/12,아파트,60000,47/36,"선릉역초역세권,실거주 또는갭투자가능매물."
1203,매매,강남구 도곡렉슬 103동 중/23,아파트,260000,86/59,26 방3 확장 최저갭  내부관리 굿 로얄동 뷰까지 최고입니다 
1204,매매,강남구 동원스위트뷰역삼 1동 중/7,아파트,130000,93/84,-
1205,매매,강남구 대청 305동 저/15,아파트,195000,81/60,입주매매 남향 로얄층 전망좋은집 
1206,매매,강남구 래미안도곡카운티 101동 고/20,아파트,225000,81/59,24  로얄층  신축급내부 확장  전망좋음  세안고  대도초학군
1207,매매,강남구 개포래미안포레스트 130동 저/19,아파트,279000,115/84,34 판상형 숲세권 로얄동호수 최저가실매물
1208,매매,강남구 대치대우아이빌명문가 1동 고/11,아파트,32000,41/33,실입주 협의 가능합니다.
1209,매매,강남구 역삼자이 103동 고/31,아파트,300000,113/84,34. 실매물 입주가능 고층트인전망 확장 풀옵션
1210,매매,강남구 강남데시앙포레 112동 고/15,아파트,210000,114/84,34 대모산청정지역 입주가  공동중개가능
1211,매매,강남구 쌍용플래티넘밸류 103동 저/15,아파트,190000,106/84,-
1212,매매,강남구 아카데미스위트 A동 고/51,아파트,260000,174/128,"53 밝고 환한 전망,컨디션 최고 베스트 강추"
1213,매매,강남구 대청 301동 중/15,아파트,155000,56/39,공동중개가능 전세든집 가격협의조정가능
1214,매매,강남구 현대아이리스 1동 고/7,아파트,160000,117/101,공원을 끼고 있어 환경 우수하며 초중고 가깝고 살기 좋은 아파트
1215,매매,강남구 대우양재디오빌 1동 저/15,아파트,26000,35/25,"양재역 도보2분,즉시입주,급매,고층뷰 임대수익 굿,향후GTX개통 투자강추"
1216,매매,강남구 삼성힐스테이트2단지 208동 고/22,아파트,284000,109/84,탁트인 시야.로얄동 로얄라인 로얄층.올확장
1217,매매,강남구 타워팰리스2차 F동 저/55,아파트,299500,148/111,입주가능 집상태최상
1218,매매,강남구 삼성포스코더샵 1동 저/22,아파트,300000,183/160,삼성동 역세권 구조좋고 투자가치많은 포스코아파트입니다.
1219,매매,강남구 청학 C동 고/5,아파트,175000,99/97,30 올수리 도산대로변 45년된 요지의 귀한 재건축아파트
1220,매매,강남구 대치2단지 219동 중/15,아파트,175000,67/49,21 전세승계 예전올수리 
1221,매매,강남구 개포래미안포레스트 107동 6/14,아파트,220000,86/59,26.공원옆 숲속 정원에 위치했으며 쾌적한 판상형 구조입니다.
1222,매매,강남구 대치2단지 214동 중/15,아파트,125000,46/33,즉시매매진행가능 더블역세권  양재천건강지킴이
1223,매매,강남구 강남데시앙포레 104동 8/15,아파트,200000,118/84,34 복층 특수리 주인거주 입주가
1224,매매,강남구 위레벤646(도시형) 1동 고/19,아파트,134000,52/31,"청담역 1번출구 코앞 역세권 신축, 최고의 한강뷰"
1225,매매,강남구 대치2단지 216동 15/15,아파트,154000,56/39,17 저렴한 매매.초특
1226,매매,강남구 위레벤646(도시형) 1동 고/19,아파트,150000,68/42,"청담역 1번출구 코앞 역세권 신축, 경기고 전망 "
1227,매매,강남구 대청 301동 1/15,아파트,154000,56/39,18  올수리됨. 전세
1228,매매,강남구 래미안라클래시 105동 저/29,아파트,255000,84/59,-
1229,매매,강남구 역삼래미안 106동 중/21,아파트,220000,80/59,확장형 세안고  밝은집  입니다
1230,매매,강남구 역삼래미안 103동 중/18,아파트,214000,80/59,세안고 밝고 깨끗한 집입니다
1231,매매,강남구 대청 301동 6/15,아파트,160000,56/39,18 초특올수리 남향 전세
1232,매매,강남구 경남 7동 7/12,아파트,290000,104/96,"32 입주가능, 올수리, 통합재건축단지, 투자가치 우수"
1233,매매,강남구 논현한진로즈힐 102동 7/8,아파트,180000,111/84,특올수리. 컨디션 최상. 입주가능
1234,매매,강남구 현대2차 213동 7/9,아파트,280000,106/84,"32 재건축 추진중, 안전진단 통과, 양재천 바로앞, 우수학군"
1235,매매,강남구 논현한진로즈힐 101동 9/9,아파트,200000,132/103,"실입주가능,호재지역,강력추천"
1236,매매,강남구 수서한아름 105동 5/15,아파트,215000,120/97,SRT 초역세권 상태양호
1237,매매,강남구 한화진넥스빌 1동 21/26,아파트,39000,52/39,고층 남동향. 전망 잘나오는 타입
1238,매매,강남구 래미안라클래시 105동 16/29,아파트,270000,84/59,"청담역7번출구, 초역세권, 신축"
1239,매매,강남구 역삼예명 1동 3/5,아파트,98000,82/66,거실 넓고 살기편하며 지하주차장과 엘리베이터 있어요
1240,매매,강남구 신동아 707동 7/15,아파트,145000,55/39,"남향,SRT수서 트리플 초역세권, GTX개통예정, 수서역세권개발"
1241,매매,강남구 동현 5동 8/14,아파트,229000,102/84,"매도인 직접의뢰 물건, 향후 재건축 호재 아파트 입니다."
1242,매매,강남구 대치대우아이빌멤버스4차 101동 중/12,아파트,55000,53/42,"실입주확실,갭투자추천,갭1억5천, 신혼추천, 역세권."
1243,매매,강남구 삼성힐스테이트1단지 105동 12/23,아파트,280000,109/84,33 트인전망. 내부깔끔. 입주협의 
1244,매매,강남구 삼성사원 2동 저/5,아파트,210000,103/84,집주인거주로 상태 깨끗 I 역세권 I 숲세권
1245,매매,강남구 개포한신 4동 중/9,아파트,230000,73/52,23 조합원승계매물 강남역세권재건축  사업시행인가준비
1246,매매,강남구 역삼럭키 102동 15/15,아파트,255000,112/84,34형 올수리 조용한 탑층 학군우수 전세안고 매매
1247,매매,강남구 역삼e-편한세상 102동 4/22,아파트,210000,79/59,직매물 세안고 도성초
1248,매매,강남구 플럼힐스 1동 저/5,아파트,270000,285/206,플럼힐스. 40년신우와함께하십시오.
1249,매매,강남구 선릉역우정에쉐르멤버스 1동 고/12,아파트,32000,28/22,"선릉역3분,최고입지,고층,전망"
1250,매매,강남구 삼성미켈란107 107동 고/22,아파트,180000,99/83,"입주 협의.귀한 매물,내부 상태 좋습니다."
1251,매매,강남구 푸른마을 102동 중/15,아파트,210000,103/84,31 급매 입주가 공동중개가 남향 역세권 완전깨끗
1252,매매,강남구 논현한화꿈에그린 102동 저/6,아파트,130000,89/67,"남향.밝고,조용하고 쾌적한 집입니다."
1253,매매,강남구 케이씨빌 1동 고/6,아파트,160000,123/113,전세안고매매 수리된세대로 컨디션 좋아요
1254,매매,강남구 청담범신칼릭스빌 101동 고/7,아파트,250000,104/84,청담동 고급빌라 고층 햇살가득한 집
1255,매매,강남구 삼부아그레빌 1동 중/14,아파트,260000,125/97,봉은사역 역세권에 투자 호재있는 확장 및 리모델링된 로얄층 아파트
1256,매매,강남구 아크로힐스논현 104동 중/30,아파트,300000,147/113,실입주가능 방4 욕실2 구조좋고 신축급으로 투자가치있습니다.
1257,매매,강남구 까치마을 1002동 고/15,아파트,125000,49/34,샤시까지올수리 세2.9억안고 갭투자
1258,매매,강남구 청담e-편한세상1차 102동 중/17,아파트,230000,101/81,"확장 특올수리 ,언북초학군 ,입주협의"
1259,매매,강남구 역삼우정에쉐르2 1동 중/11,아파트,120000,52/43,"17, 테헤란 대로변 방2 아파트 매매 선릉역초역세권"
1260,매매,강남구 현대2차 202동 고/13,아파트,205000,97/84,시원하고 멋진뷰  고급스러운 인테리어 영동고학군
1261,매매,강남구 아르헤타워(도시형) 1동 고/17,아파트,58000,39/31,입주 가능한 주거용갭 투자 가능
1262,매매,강남구 청담아이파크 1동 고/19,아파트,300000,137/110,양창형 구조 강남 최고뷰 나오는 집
1263,매매,강남구 신사아이빌 1동 고/8,아파트,180000,118/106,실입주 가능한 교통좋고 살기 편한곳입니다
1264,매매,강남구 연세2차 1동 고/14,아파트,300000,147/125,"소유주분의 직접의뢰, 한강뷰 내부 올리모델링 로얄층 "
1265,매매,강남구 미성2차 29동 저/17,아파트,300000,95/74,"집내부 올수리, 입주협의, 귀한매매"
1266,매매,강남구 역삼디오빌 1동 고/26,아파트,85000,78/59,투자가치 굿 인기많은 소형 아파트 투룸 위치굿 내부상퇴 굿
1267,매매,강남구 역삼래미안 110동 중/22,아파트,220000,80/59,전망좋은 확장형 매매 입니다.
1268,매매,강남구 마일스디오빌 1동 고/15,아파트,42000,47/36,"북한산 멋진뷰,학동역 대로변 초 역세권"
1269,매매,강남구 수서1-2단지 119동 고/15,아파트,132000,58/39,"주인거주, 입주가능, 올수리된 집, 로얄층, 남향"
1270,매매,강남구 상아빌라트 1동 저/9,아파트,300000,265/188,-
1271,매매,강남구 대치삼성1차 107동 고/25,아파트,260000,108/84,"33 좋은전망, 조용한동, 깨끗한집입니다."
1272,매매,강남구 청담e-편한세상1차 101동 중/17,아파트,299000,165/134,채광좋은남향집.
1273,매매,강남구 LH강남힐스테이트 504동 고/8,아파트,140000,85/59,전망예쁜 숲세권의 관리 잘된집
1274,매매,강남구 역삼래미안 109동 중/20,아파트,223000,80/59,"확장함, 도곡초, 진선여중. 고 역삼중 배정지역임"
1275,매매,강남구 청담자이 101동 고/32,아파트,220000,70/49,양호한 한강조망
1276,매매,강남구 아크로힐스논현 103동 중/30,아파트,300000,147/113,"채광, 뷰좋은 입주가능한 집입니다."
